Month,Age,Occupation,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Type_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance
January,52,Mechanic,14709.295,969.7745833333332,1,6,11,2,"Home Equity Loan, and Student Loan",11,2.0,11.29,2.0,Good,557.78,28.83101403500117,238.0,No,17.599674612760648,34.26123138966427,Low_spent_Medium_value_payments,325.1165523309084
February,32,_______,22918.52,1840.8766666666668,6,5,18,5,"Debt Consolidation Loan, Payday Loan, Debt Consolidation Loan, Debt Consolidation Loan, and Personal Loan",18,11.0,9.94,4.0,Standard,454.45,23.013339884241816,98.0,Yes,68.68789009880842,207.36717661742568,Low_spent_Small_value_payments,198.0325999504325
July,40,Media_Manager,15723.515,1173.2929166666663,6,7,8,2,"Home Equity Loan, and Student Loan",30,20.0,17.98,12.0,Standard,700.2,36.504074749842346,273.0,Yes,20.89883028417313,12.389993709999494,High_spent_Large_value_payments,324.04046767249406
June,35,_______,72330.98,6300.581666666666,0,3,11,1,Auto Loan,5,,4.62,1.0,_,596.78,33.41197557594282,397.0,No,35022.0,48.328753294668296,High_spent_Large_value_payments,790.3496192135598
January,43,Developer,15928.75,1301.3958333333333,9,9,24,4,"Auto Loan, Personal Loan, Student Loan, and Payday Loan",26,22.0,1.2599999999999998,12.0,Bad,2240.56,31.18438949297259,145.0,Yes,31.846678576235515,161.38822354276311,Low_spent_Small_value_payments,226.90468121433463
July,15,Scientist,31785.1,2410.758333333333,7,9,27,9,"Personal Loan, Student Loan, Payday Loan, Home Equity Loan, Payday Loan, Mortgage Loan, Personal Loan, Not Specified, and Credit-Builder Loan",48,13.0,27.75,7.0,Bad,4399.44,30.300605719637407,101.0,Yes,178.77415955675656,311.8748236626872,Low_spent_Small_value_payments,40.42685011388961
April,28,_______,13675.83,1282.6525,4,5,16,0,,26,16.0,14.07,4.0,Standard,568.81,35.45717047610715,264.0,Yes,0.0,84.23762649109385,Low_spent_Medium_value_payments,324.0276235089062
July,15,Media_Manager,11877.735,724.8112500000002,3,4,15,4,"Not Specified, Student Loan, Home Equity Loan, and Home Equity Loan",14,,9.64,623.0,_,172.91,31.609728753500107,368.0,Yes,22.91934962943081,16.922056855086108,High_spent_Small_value_payments,292.63971851548314
July,40,Musician,19164.19,1352.0158333333334,6,3,9,3,"Personal Loan, Not Specified, and Not Specified",9,15.0,11.21,5.0,_,183.1,23.131567857518352,377.0,Yes,35.31966652351304,153.6044536710815,Low_spent_Small_value_payments,236.2774631387388
May,16,Developer,53646.0,4767.5,7,5,19,8,"Home Equity Loan, Mortgage Loan, Payday Loan, Personal Loan, Payday Loan, Mortgage Loan, Debt Consolidation Loan, and Not Specified",60,20.0,16.04,9.0,Bad,4597.44,28.660415060753103,143.0,NM,308.9807217338954,209.8055189555636,High_spent_Small_value_payments,217.96375931054104
August,26,Mechanic,11308032.0,2836.380833333333,5,4,15,1,Not Specified,10,19.0,14.46,,_,982.98,38.3160129827704,254.0,Yes,24.55212741922102,57.39333232624136,High_spent_Medium_value_payments,451.69262358787097
February,19,Engineer,20143.27,1550.605833333333,10,8,27,2,"Not Specified, and Credit-Builder Loan",44,15.0,11.44,12.0,Standard,1693.73,30.873886943808323,124.0,Yes,30.359208143229136,162.03589489075213,Low_spent_Small_value_payments,252.66548029935203
June,15,Mechanic,57575.04,4948.92,9,10,20,8,"Credit-Builder Loan, Payday Loan, Auto Loan, Mortgage Loan, Personal Loan, Personal Loan, Credit-Builder Loan, and Auto Loan",36,20.0,18.65,10.0,Bad,2726.95,28.449150481216968,122.0,Yes,264.968276636229,134.39534243196806,High_spent_Medium_value_payments,345.52838093180293
January,22,Journalist,14089.4,,8,9,26,9,"Student Loan, Auto Loan, Home Equity Loan, Credit-Builder Loan, Debt Consolidation Loan, Credit-Builder Loan, Not Specified, Payday Loan, and Auto Loan",57,25.0,19.9,10.0,Bad,4118.73,30.50777033517852,14.0,Yes,102.648590942753,22.974757600382105,High_spent_Small_value_payments,238.9883181235316
May,52,Scientist,44835.39,3538.2825,3,4,4,4,"Student Loan, Home Equity Loan, Not Specified, and Debt Consolidation Loan",32,9.0,5.53,9.0,Good,953.75,33.80366231761458,187.0,No,96.92470263133217,148.9380210141136,High_spent_Medium_value_payments,357.9655263545543
May,36,Teacher,62953.95,,7,1328,15,8,"Student Loan, Payday Loan, Student Loan, Debt Consolidation Loan, Auto Loan, Student Loan, Home Equity Loan, and Home Equity Loan",39,20.0,18.08,6.0,_,2829.92,34.7214351709749,80.0,Yes,314.4895722395113,214.55612748655065,High_spent_Medium_value_payments,275.3705502739382
January,38,_______,9415.2,541.6,8,10,33,6,"Not Specified, Student Loan, Student Loan, Mortgage Loan, Not Specified, and Auto Loan",47,24.0,24.44,9.0,Bad,3383.54,24.04506413738318,57.0,Yes,23.796122863948952,69.03918020948123,Low_spent_Small_value_payments,251.32469692656983
April,33,Media_Manager,15658.16,1098.8466666666666,10,8,21,6,"Payday Loan, Auto Loan, Student Loan, Payday Loan, Personal Loan, and Credit-Builder Loan",26,16.0,15.67,6.0,Standard,2538.06,25.76739931005934,138.0,Yes,53.03590523919915,99.32603862138556,Low_spent_Large_value_payments,227.522722806082
February,48,Journalist,41832.64,3713.053333333333,7,7,10,3,"Mortgage Loan, Student Loan, and Student Loan",17,20.0,12.22,3.0,Standard,759.6,35.991889964155604,309.0,Yes,62.74167941380529,163.47128414057437,High_spent_Small_value_payments,405.0923697789537
January,15,Musician,10320.67,779.0558333333332,8,8,27,4,"Payday Loan, Student Loan, Home Equity Loan, and Mortgage Loan",10,19.0,15.58,11.0,Standard,1759.88,33.95396674509627,200.0,Yes,31.353909972287568,70.22094918307586,Low_spent_Small_value_payments,266.3307241779699
April,40,Lawyer,59977.98,5171.165,8,10,27,7,"Mortgage Loan, Payday Loan, Payday Loan, Home Equity Loan, Not Specified, Personal Loan, and Home Equity Loan",38,22.0,19.17,10.0,Bad,4472.21,25.66803874659717,89.0,Yes,251.9325109161637,357.8276033556542,Low_spent_Small_value_payments,197.3563857281821
February,38,Accountant,31530.76,2676.563333333333,1,3,1,4,"Credit-Builder Loan, Payday Loan, Mortgage Loan, and Auto Loan",6,11.0,8.54,2.0,Good,702.89,38.43467089437812,298.0,No,74.25363171350114,214.6636653557252,Low_spent_Small_value_payments,268.739036264107
January,17,Manager,44286.36,3561.53,6,6,31,2,"Credit-Builder Loan, and Home Equity Loan",14,15.0,7.5,10.0,Standard,2069.01,35.1888610818656,134.0,Yes,57.97158147311589,91.69533159980028,High_spent_Large_value_payments,446.4860869270839
July,29,_______,45144.8,3980.066666666667,4,3,13,1,Personal Loan,18,20.0,6.06,6.0,Standard,1112.58,31.613427252813448,269.0,NM,36.15142324086803,10000.0,High_spent_Small_value_payments,429.04601252613287
February,39,Scientist,82988.08,7100.673333333332,4,4,10,3,"Mortgage Loan, Auto Loan, and Mortgage Loan",27,18.0,15.52,7.0,_,1036.93,39.46077186927954,219.0,NM,182.4249205556441,10000.0,Low_spent_Medium_value_payments,486.3400885600051
March,29,Mechanic,119568.15,9880.0125,0,4,3438,3,"Student Loan, Student Loan, and Not Specified",13,10.0,8.87,0.0,Good,451.46,38.11109904762354,274.0,No,249.68111315506025,176.6373429686671,High_spent_Large_value_payments,801.6827938762729
August,25,Doctor,122469.16,10072.763333333334,7,6,18,1,Auto Loan,11,20.0,9.94,0.0,Standard,1154.21,34.47224195776404,255.0,No,83.01740061289574,96.35427706702517,High_spent_Large_value_payments,1067.9046556534126
March,40,Musician,51034.12,,6,4,6,2,"Student Loan, and Credit-Builder Loan",17,20.0,11.87,1.0,Standard,1350.85,38.88355894194984,189.0,Yes,65.43101498485487,77.66972289100316,High_spent_Medium_value_payments,556.8835954574753
February,28,Accountant,10172.3,1046.6916666666666,10,8,33,6,"Debt Consolidation Loan, Payday Loan, Payday Loan, Not Specified, Personal Loan, and Home Equity Loan",20,16.0,4.39,9.0,Standard,2054.39,23.39415913341897,,NM,36.48924719317639,123.05984830505258,Low_spent_Small_value_payments,235.1200711684377
July,33,Lawyer,38554.72,3083.893333333333,2,7,11,0,,0,11.0,10.58,1.0,_,479.18,39.622822469711146,287.0,No,0.0,111.86048179703332,High_spent_Medium_value_payments,446.5288515363
April,33,Manager,89424.9,7615.075,5,5,4,4,"Debt Consolidation Loan, Mortgage Loan, Debt Consolidation Loan, and Mortgage Loan",20,13.0,5.12,4.0,Good,839.1,36.933029301710135,307.0,No,153.22552831597926,495.2943572292229,Low_spent_Medium_value_payments,392.987614454798
April,42,Architect,19218.21,1669.5175,10,6,27,4,"Mortgage Loan, Home Equity Loan, Personal Loan, and Personal Loan",47,20.0,15.39,6.0,_,2329.4,24.837727989026337,90.0,Yes,53.97582251796879,108.6645284549473,Low_spent_Small_value_payments,294.3113990270839
July,23,Entrepreneur,99237.75,8288.8125,4,7,10,3,"Auto Loan, Mortgage Loan, and Payday Loan",4,10.0,0.52,4.0,Good,1317.42,28.423301172375744,201.0,No,214.6071320352775,296.9211527466403,High_spent_Medium_value_payments,567.3529652180823
February,45,Doctor,36122.51,3108.209166666667,3,7,20,1,Debt Consolidation Loan,27,14.0,1.59,4.0,_,893.3,40.22470381941295,360.0,No,17.202635254489017,174.58596450273205,High_spent_Small_value_payments,379.03231690944574
June,20,Entrepreneur,113826.68,9262.556666666664,3,1,6,4,"Debt Consolidation Loan, Payday Loan, Credit-Builder Loan, and Not Specified",15,4.0,-5.22,3.0,Good,304.21,36.36849319318564,222.0,No,293.10283397232536,955.6660528965648,Low_spent_Small_value_payments,
January,29,Journalist,16517.73,1423.4775,6,8,29,7,"Not Specified, Mortgage Loan, Mortgage Loan, Credit-Builder Loan, Home Equity Loan, Student Loan, and Student Loan",53,20.0,31.54,8.0,Bad,4953.29,33.11095362683386,11.0,Yes,58.06806398663028,74.66410993451409,Low_spent_Small_value_payments,299.6155760788556
July,54,Mechanic,41794.32,3347.86,0,5,7,3,"Home Equity Loan, Payday Loan, and Payday Loan",1,12.0,3.78,4.0,Good,302.02,23.912719400178887,315.0,No,89.81563465332981,32.441039183276565,!@9#%8,452.5293261633937
June,16,Entrepreneur,10179.645,556.30375,8,7,21,2,"Credit-Builder Loan, and Mortgage Loan",19,,13.47,9.0,Standard,1762.12,37.335080025354905,91.0,Yes,11.0601628480623,55.260434942771454,Low_spent_Small_value_payments,279.30977720916627
June,30,Media_Manager,49854.92,4216.576666666667,8,3,17,-100,"Debt Consolidation Loan, Home Equity Loan, and Auto Loan",12,15.0,8.07,5.0,Standard,1044.78,33.61096049154834,216.0,Yes,62.83164834944265,33.220696329693205,High_spent_Large_value_payments,565.6053219875307
March,25,_______,81566.25,7036.1875,7,6,12,3,"Debt Consolidation Loan, Personal Loan, and Credit-Builder Loan",15,11.0,6.27,2.0,Good,231.16,37.739958355582594,358.0,No,136.2266373365261,121.4891814614688,High_spent_Large_value_payments,685.9029312020052
August,42,Engineer,42265.53,,7,5,32,6,"Student Loan, Credit-Builder Loan, Personal Loan, Student Loan, Auto Loan, and Home Equity Loan",29,10.0,9.0,8.0,Standard,2107.97,35.39526728120393,166.0,Yes,112.3939020331934,10000.0,High_spent_Large_value_payments,376.8750697555805
July,25,Engineer,32382.37,2960.530833333333,4,7,5,2,"Home Equity Loan, and Mortgage Loan",16,14.0,4.300000000000002,4.0,Standard,626.47,31.118614523000367,358.0,No,38.773568179465656,203.3436409438317,Low_spent_Large_value_payments,323.935874210036
April,22,Doctor,23195.18,1768.9316666666666,8,6,14,5,"Debt Consolidation Loan, Home Equity Loan, Auto Loan, Home Equity Loan, and Not Specified",6,11.0,14.52,6.0,Standard,458.8,34.93177438917539,198.0,Yes,53.429503407349046,213.66481185749456,Low_spent_Small_value_payments,199.798851401823
July,30,Entrepreneur,111404.52,9473.71,1,1,11,3,"Credit-Builder Loan, Personal Loan, and Credit-Builder Loan",4,-2.0,4.46,0.0,Good,459.86,39.51733034466592,361.0,No,155.87998434634162,218.8170414390746,High_spent_Large_value_payments,812.6739742145837
April,54,Lawyer,14726.775,1366.23125,7,6,1,0,,8,9.0,6.64,5.0,Good,442.21,24.68529383197353,187.0,No,0.0,95.4103859561289,!@9#%8,331.2127390438711
August,24,Teacher,15331.52,1033.6266666666668,10,7,34,-100,"Student Loan, Debt Consolidation Loan, Auto Loan, Not Specified, and Credit-Builder Loan",61,19.0,3.05,12.0,Bad,2097.85,26.60824847358556,114.0,Yes,42.68588125136765,131.80674130166977,Low_spent_Small_value_payments,218.8700441136293
March,51,Manager,24749.2,2142.433333333333,4,4,19,1,Not Specified,30,10.0,4.41,4.0,Standard,1188.44,25.64855852083892,397.0,No,12.428471844917375,105.3002681042752,Low_spent_Large_value_payments,366.5145933841408
July,16,Teacher,19072.63,,8,7,24,-100,"Credit-Builder Loan, Debt Consolidation Loan, Home Equity Loan, and Personal Loan",56,11.0,19.16,12.0,Standard,1371.64,28.17999233967442,92.0,Yes,60.5142070057509,52.46594375999811,High_spent_Medium_value_payments,300.1584325675843
March,33,Architect,44058.44,3541.536666666667,1,4,12,3,"Home Equity Loan, Home Equity Loan, and Payday Loan",13,2.0,3.16,1.0,Good,837.88,24.0412873318223,396.0,No,84.46982019401578,110.13039327815792,High_spent_Medium_value_payments,409.5534531944929
June,25,Developer,18863.28,1515.9399999999996,9,7,33,6,"Payday Loan, Credit-Builder Loan, Personal Loan, Personal Loan, Auto Loan, and Auto Loan",49,22.0,6.68,8.0,_,1505.76,23.06825998840672,,Yes,49.78859567660973,86.12244323705782,Low_spent_Large_value_payments,285.68296108633245
February,39,Engineer,60031.96,5148.663333333333,1124,9,22,9,"Debt Consolidation Loan, Credit-Builder Loan, Payday Loan, Auto Loan, Auto Loan, Mortgage Loan, Credit-Builder Loan, Debt Consolidation Loan, and Credit-Builder Loan",62,,28.85,6.0,Bad,3395.4,31.786150596337805,,NM,262.1680739546084,113.33266185961652,High_spent_Small_value_payments,399.3655975191084
July,14,Architect,62646.42,5440.535,6,4,29,3,"Personal Loan, Auto Loan, and Not Specified",12,,7.44,14.0,Standard,2159.47,29.093648769782437,123.0,Yes,83.82403566642373,,Low_spent_Large_value_payments,417.7050819024777
June,42,Media_Manager,28832.98,2628.748333333333,7,7,7,3,"Mortgage Loan, Debt Consolidation Loan, and Auto Loan",14,8.0,12.14,13.0,_,2576.04,28.039115775269337,194.0,Yes,53.28671122851152,149.2857762638146,Low_spent_Large_value_payments,330.3023458410072
July,26,Accountant,88581.48,7438.79,3,7,3,0,,25,16.0,1.23,3.0,Good,928.99,33.80332601456404,394.0,No,56654.0,272.8578896539267,High_spent_Medium_value_payments,721.0211103460733
March,28,_______,19557.1,1423.7583333333332,5,5,15,4,"Student Loan, Credit-Builder Loan, Home Equity Loan, and Home Equity Loan",15,17.0,12.86,6.0,Standard,2002.24,24.8170406659776,145.0,Yes,53.65460692883751,10000.0,Low_spent_Small_value_payments,270.2385177335145
April,38,Mechanic,11850.985,930.5820833333332,7,7,16,4,"Auto Loan, Credit-Builder Loan, Home Equity Loan, and Credit-Builder Loan",10,10.0,2.36,0.0,_,818.71,24.26438547444963,349.0,Yes,23.99855953914333,90.79762349928288,Low_spent_Small_value_payments,268.2620252949071
July,25,Teacher,100713.72,8401.81,3,6,5,4,"Credit-Builder Loan, Student Loan, Debt Consolidation Loan, and Payday Loan",8,9.0,15.83,4.0,Standard,138.92,31.04304314438514,,Yes,325.1832678664092,141.30206714060984,High_spent_Large_value_payments,613.6956649929813
March,28,Developer,9550.435,719.8695833333333,9,5,19,8,"Payday Loan, Credit-Builder Loan, Student Loan, Mortgage Loan, Credit-Builder Loan, Payday Loan, Personal Loan, and Mortgage Loan",26,16.0,1.85,10.0,Bad,1823.14,28.077952630395192,147.0,Yes,48.021137822504905,10000.0,Low_spent_Medium_value_payments,232.8631102275719
January,40,Accountant,14717.28,1069.44,5,2,11,3,"Student Loan, Home Equity Loan, and Home Equity Loan",9,,5.89,3.0,Good,148.52,38.45928799423238,251.0,No,31.08371912974884,66.55387302951199,Low_spent_Small_value_payments,299.30640784073915
July,55,Teacher,97635.87,6907.982008755577,3,4,12,3,"Student Loan, Personal Loan, and Auto Loan",18,8.0,14.17,4.0,Good,1298.97,39.14436202110026,310.0,No,1203.2061418751962,482.80664371144167,Low_spent_Large_value_payments,363.059955657784
March,39,Media_Manager,66489.74,,4,4,17,3,"Not Specified, Not Specified, and Credit-Builder Loan",28,10.0,10.18,837.0,Standard,819.57,30.729333518025683,369.0,NM,118.33440123819506,374.9825636506495,Low_spent_Small_value_payments,354.26420177782217
February,52,Engineer,32013.46,2595.788333333333,3,5,7,3,"Student Loan, Auto Loan, and Personal Loan",8,,1.15,0.0,Standard,1068.81,27.747189656757456,238.0,No,70.3043997284887,135.09280413816066,Low_spent_Medium_value_payments,334.181629466684
May,46,Developer,42072.75,3263.0625,3,6,9,3,"Personal Loan, Home Equity Loan, and Mortgage Loan",11,5.0,12.97,2.0,Good,689.65,39.99990734213405,371.0,No,87.08162159291477,112.64643244803236,High_spent_Medium_value_payments,376.5781959590529
February,35,Scientist,38631.06,3046.255,5,3,9,0,,27,17.0,11.75,4.0,Standard,1168.71,39.522163545231855,221.0,No,0.0,148.5803940718589,High_spent_Small_value_payments,416.0451059281411
July,53,Teacher,30269.71,,6,5,7,3,"Payday Loan, Personal Loan, and Credit-Builder Loan",20,19.0,8.9,0.0,Standard,838.05,24.425055095160843,191.0,Yes,306.7561310038077,182.15298675973423,Low_spent_Large_value_payments,308.83830295337395
August,24,Writer,16198.305,1089.85875,4,7,4,2,"Not Specified, and Not Specified",12,5.0,11.9,0.0,Good,1439.09,35.25468192743148,375.0,No,14.35014610230254,37.075804255236655,High_spent_Small_value_payments,317.5599246424608
May,34,Lawyer,14192.12,1401.676666666667,4,3,19,4,"Personal Loan, Student Loan, Student Loan, and Home Equity Loan",8,8.0,16.33,8.0,_,1483.6,29.079082089816986,204.0,Yes,45.185191840173566,35.32278479662729,High_spent_Small_value_payments,319.65969002986577
April,53,Writer,15617.35,,0,2,1,3,"Debt Consolidation Loan, Auto Loan, and Personal Loan",7,-1.0,0.57,1.0,Good,258.68,41.23025355118326,292.0,No,26.45046765013421,176.96883480785638,Low_spent_Small_value_payments,244.5252808753428
July,41,Media_Manager,48297.48,3743.79,8,3,10,0,,16,16.0,11.77,2.0,Standard,1323.54,28.04215615294752,397.0,No,0.0,47.33142842276053,!@9#%8,567.0475715772395
April,40,Manager,50063.36,3909.946666666666,5,7,9,4,"Auto Loan, Mortgage Loan, Student Loan, and Not Specified",15,15.0,-1.62,3.0,_,608.79,37.08109885932232,288.0,No,127.3796130262434,74.74738424017356,High_spent_Small_value_payments,448.8676694002497
July,55,Engineer,73579.8,6200.6500000000015,4,5,7,2,"Auto Loan, and Credit-Builder Loan",15,1.0,4.94,4.0,_,1226.97,38.27150592545983,,No,100.29869456799568,390.4206969552774,High_spent_Small_value_payments,389.34560847672697
August,45,Scientist,32394.77,2614.5641666666666,6,4,8,4,"Student Loan, Credit-Builder Loan, Personal Loan, and Payday Loan",25,20.0,7.14,6.0,Standard,475.41,29.039628003217835,220.0,No,86.04239282710735,118.78105916477836,High_spent_Small_value_payments,316.6329646747809
May,23,Teacher,8884.17,874.3475,10,6,16,6,"Home Equity Loan, Student Loan, Not Specified, Payday Loan, Home Equity Loan, and Home Equity Loan",62,20.0,8.5,10.0,Bad,2143.45,36.64086644437102,188.0,Yes,29.38971439310025,10000.0,Low_spent_Small_value_payments,265.5906400949956
July,20,Developer,47406.22,3726.518333333333,4,7,20,0,,11,,1.37,1.0,Standard,890.19,23.82649540818501,364.0,No,0.0,67.24027774228698,High_spent_Large_value_payments,545.4115555910464
June,42,Journalist,132588.3,10918.025,5,4,3,2,"Mortgage Loan, and Home Equity Loan",19,2.0,1.61,1.0,Good,36.46,43.87082141439139,243.0,No,130.1041062149307,303.67271830076743,High_spent_Small_value_payments,918.025675484302
August,29,Manager,15762.72,1593.56,3,3,20,4,"Debt Consolidation Loan, Student Loan, Student Loan, and Home Equity Loan",19,,10.76,4.0,Standard,1050.18,23.68720806100088,257.0,Yes,51704.0,,Low_spent_Small_value_payments,346.09348530795893
